texto,sensivel
        INSTRUÇÃO NORMATIVA CONJUNTA SEDEC/INDEA-MT Nº 002/2.015 Dispõe sobre as medidas fitossanitárias para prevenção e controle da ferrugem asiática da soja no Estado de Mato Grosso. Considerando a necessidade latente de prevenção e controle fitossanitário da ferrugem asiática; Considerando a perda de eficiência e de reduzida disponibilidade de fungicidas (Ingredientes Ativos) que controlam a ferrugem asiática; Considerando as condições edafo-climáticas do Estado de Mato Grosso e o pode,1
"        Portaria: 002/ 2015/ CEDRS - MT   O presidente do Conselho Estadual de Desenvolvimento Rural Sustentável - CEDRS -MT no uso das atribuições legais.  em  consonância com a aprovação do Pleno na 5º reunião ordinária realizada no  dia 07 /10/2015.   RESOLVE: Art. 1° - Criar a comissão organizadora estadual - COEs com atribuição de organizar a conferência Estadual de ATER no Estado e colaborar e orientar as Comissões Organizadoras Municipais, intermunicipais e Territoriais.    Art. ",1
"    COMITE DE BACIA HIDROGRAFICA DO RIO SEPOTUBA – CBH SEPOTUBA RESOLUÇÃO Nº. 003/2011 DE 02 DE DEZEMBRO DE 2011         O presidente do Comitê de Bacia Hidrográfica do Rio Sepotuba, no uso de suas atribuições legais e,          Considerando o princípio da publicidade disposto no caput do art. 37 da Constituição da República Federativa do Brasil.         RESOLVE: Art. 1º - Aprovar o Calendário Anual das Reuniões Ordinárias do Comitê de Bacia Hidrográfica do Rio Sepotuba – CBH-SEPOTUBA que serão ",1
"                                                  RESOLUÇÃO-CEPS N. 054/2009-CEE/MT.  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, considerando o que dispõe a Resolução Nº169/2006-CEE/MT, e tendo em vista o que consta do Processo Nº 855/08-CEE/MT, e do Parecer CEPS Nº 071/09-CEE/MT, aprovado em 30 de junho de 2009, R E S O L V E: Art. 1º - Autorizar a oferta do Curso Técnico em Enfermagem, do Eixo Tecnológico Ambiente, Saúde e Segurança, da Edu",1
"    DECRETO Nº            2.556,              DE    19    DE            MAIO              DE 2010.  Dispõe sobre a estrutura organizacional da Secretaria de Estado de Educação – SEDUC, a redistribuição de cargos de Direção e Assessoramento e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 66, incisos III e V, da Constituição Estadual,  D E C R E T A:  Art. 1º A Secretaria de Estado de Educação – SEDUC tem por finalidade planejar, exec",1
"    PORTARIA Nº 187/2009-SEFAZ  Prorroga a continuidade da força-tarefa instituída, no âmbito da Superintendência de Atendimento ao Contribuinte – SUAC, pela Portaria n° 070/2009-SEFAZ, de 29.04.2009, para análise dos processos que especifica, e dá outras providências.   O SECRETÁRIO ADJUNTO DA RECEITA PÚBLICA, no uso de suas atribuições legais, nos termos do inciso II do artigo 71 da Constituição Estadual c/c item II do Anexo I da Lei Complementar nº 266/06 e com os incisos VIII e XIV do artigo",1
"







PORTARIA Nº 165/2021/GBSES
O SECRETÁRIO
DE ESTADO DE SAÚDE, no uso de suas atribuições legais e,
CONSIDERANDO
o ATO Nº 6.271/2020, publicado no Diário Oficial do Estado nº 27.726 de 06 de
abril de 2020, que nomeou JANAINA PAULI ao cargo de Superintendente de
Programação, Controle e Avaliação, Nível DGA-4, a partir de 01 de abril de
2020;
CONSIDERANDO
usufruto de férias da referida Superintendente de Programação, Controle e Avaliação,
no período compreendido entre 01 de março de 20",0
"        PORTARIA Nº 053/2024/GS/SEDUC/MT.   Dispõe sobre designação em regime de Dedicação Exclusiva do Profissional da Educação Básica do Estado de Mato Grosso na função de Secretário Escolar.   O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso das atribuições legais e considerando o que dispõe a Lei Complementar nº 612/2019, art. 71 da Constituição do Estado de Mato Grosso e seus incisos; Considerando o que dispõe a Lei Complementar nº 50, de 1º de outubro de 1998; Considerando a classificação ",1
"







PORTARIA N° 340/2015/GP/DETRAN-MT
O
PRESIDENTE DO DEPARTAMENTO ESTADUAL DE TRÂNSITO-DETRAN-MT, no uso das
atribuições que lhe são conferidas e nos termos do Artigo 67 da Lei n°
8.666/1993.
RESOLVE:
Art.
1°. Designar o Sr. Reinaldo Martins Pacheco, para acompanhar e
fiscalizar o(s) seguinte(s) contrato(s), tendo como fiscal substituto o Sr.
Augusto Sérgio de Sousa Cordeiro:
 



N°
  Contrato


Objeto


Contratada




001/2015


Implantação da Agência Municipal de Trânsito no munic",0
"               PORTARIA Nº 92/2013 O Presidente do Instituto de Terras de Mato Grosso - INTERMAT, no uso das atribuições que lhe conferem os itens I e VI do artigo 631 do Decreto 1.546 de 26 de maio de 1.992, que  aprova o Regulamento deste Órgão: Considerando a faculdade prevista nos artigos 27 e 28, item I e II mais os parágrafos 1º e 2º da Lei  6.383 de 07 de dezembro de 1.976; Considerando os pressupostos contidos nos artigos 5º e 6º da Lei nº 3.922, de 20 de setembro de 1.977; Considerando ",1
"    PORTARIA Nº 186/2013-SEFAZ Divulga coeficientes de atualização monetária, aplicáveis aos débitos fiscais, bem como o valor atualizado da UPF/MT vigente no período, fixa os percentuais de redução da UPFMT, nas hipóteses que especifica, e dá outras providências.   O SECRETÁRIO ADJUNTO DA RECEITA PÚBLICA, no exercício das atribuições que lhe são conferidas pelo inciso I do artigo 86 do Regimento Interno da Secretaria de Estado de Fazenda, aprovado pelo Decreto n° 591, de 9 de agosto de 2011, e ",1
"







PORTARIA N° 423/2019/GP/DETRAN-MT
O
DIRETOR DE VEÍCULOS DO DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DE MATO
GROSSO - DETRAN-MT, no uso das
atribuições que lhe confere o art. 3º da Portaria nº 116/2016/GP/DETRAN-MT; e
Considerando,
o disposto nas Portarias n° 17/2016/GP/DETRAN-MT e n° 349/2019/GP/DETRAN-MT.
Resolve:
Art.
1º Designar os servidores Luiza
Maria Volpato Vieira e Laercio Amaro Alves, Agentes do Serviço de Trânsito,
para, em substituição aos servidores Maurício de Oli",0
"







PORTARIA Nº 001/2023-FAESPE
 
A Direção Geral da Fundação Faespe, no uso de suas
atribuições legais estabelecidas pelo art. 21, §2º de seu Estatuto;
 
RESOLVE:
Art.
1º Designar o profissional técnico de educação superior VALTER GUSTAVO
DANZER, lotado na Universidade do Estado de Mato Grosso, para exercer a função de
Diretor Administrativo e Financeiro da Fundação de Apoio ao Ensino superior
Público Estadual.
Art.
2º Esta Portaria tem vigência de 01.01.2023 a 31.12.2023.
Publique-se.
",0
"







PORTARIA Nº 0038/2019/CGE/MT
O SECRETÁRIO CONTROLADOR-GERAL DO ESTADO, no uso das atribuições legais e regimentais, com que
lhe confere o inciso VIII, do artigo 71 da Constituição do Estado de Mato
Grosso e do que determina o §2° do artigo 15 da Lei Complementar n° 550/2014.
Considerando o que dispõe o art. 15 da Lei
Complementar nº 550/2014;
RESOLVE:
Art. 1° Retificar a Portaria nº 0037/2019/CGE/MT, publicada no Diário
Oficial do dia 14/05/2019, fazendo-se:
Incluir na relação da
Co",0
"    PORTARIA NÂº 129/QCG/DGP, DE 01 DE ABRIL DE 2011  AgregaÃ§Ã£o de Policial Militar na AssemblÃ©ia Legislativa  O COMANDANTE-GERAL DA POLÃ",1
    PORTARIA NÂº. 006/2010   O SECRETÃ,1
"       O.P.S/Nº03/ 2013 - SMOR                                                        Cuiabá, 18 de Outubro de 2.013.   ASSUNTO :  Ordem de Paralisação de Serviço.           Ref.   : IC 201 /2013/00/00-ASJU. Prezados Senhores, Através da presente autorizamos a V. Sª, a Paralisação dos Serviços Manutenção de Rodovia Não Pavimentada, na Rodovia MT-343, Trecho: Cáceres – Porto Estrela, Sub – Trecho:Km 16 – Porto Estrela, numa extensão de 94,80 Km, no Município de Cáceres / Porto Estrela -MT, Confor",1
"







PORTARIA N.º 647/2017/GP/DETRAN-MT
A
PRESIDENTE DO DEPARTAMENTO DE TRÂNSITO DO ESTADO DE MATO GROSSO - DETRAN-MT, no uso de suas atribuições legais, e nos termos do
Artigo 75, § 1º, da Lei Complementar n.º 207 de 29 de Dezembro de 2004 e Artigo
4º da Lei 7.692 de 1.º de julho de 2002.
R E S O L V E
Art.
1º - Prorrogar por 60 (sessenta) dias
o prazo para conclusão dos trabalhos da Comissão do Processo Administrativo
Disciplinar nº 009/2016 constituída pela Portaria nº 343/2016/CGE-C",0
    PORTARIA CONJUNTA NÂº 250/2013/AGE-COR/SES O SECRETÃ,1
"    PORTARIA NÂº. 444/2009/GS/SEDUC/MT O SecretÃ¡rio de Estado de EducaÃ§Ã£o, no uso de suas atribuiÃ§Ãµes legais, que dispÃµe o artigo 43 e seguintes da InstruÃ§Ã£o Normativa Conjunta AGE/SEPLAN/SEFAZ nÂº. 03, de 14 de maio de 2009, e considerando o teor do processo nÂº.104803/2008.            RESOLVE:         Art. 1Âº - Determinar a instauraÃ§Ã£o da Tomada de Contas Especial, a fim de apurar as possÃ­veis irregularidades na prestaÃ§Ã£o de contas referente Ã   4Âº e 5Âº Parcela do  repasse da M",1
    PORTARIA NÂº 325/GSF/SEFAZ/2011  O SECRETÃ,1
"     PORTARIA / SINFRA/Nº 530/2.010      RESOLVE :            DESIGNAR, O servidor Engº MARCOS GUIMARÃES BANDEIRA para Supervisionar e Fiscalizar a Execução dos Serviços de Reforma de Pontes de Madeira Tipo I, na Rodovia: MT-206, Trecho: Colniza – Três Fronteiras, Sobre o Rio Recanto (30,0m) e Córrego Rural (12,0m) com extensão Total de 42,0m respectivamente, respectivamente, de conformidade com instrumento contratual Nº 225/2010 – ASJU, celebrado com a Firma F.M. CONSTRUÇÕES CIVIS LTDA - ME, ef",1
"







PORTARIA Nº 266/2021/GAB/SESP, DE 20 DE OUTUBRO DE
2021.
 
Dispõe sobre a data de implantação e o funcionamento
do SIGADOC no âmbito da Secretaria de Estado de Segurança Pública.
 
A Secretário de Estado de Segurança Pública,
no uso das atribuições e;
 
Considerando
a necessidade de modernizar a gestão de documentos e agilizar os processos de
trabalho na Secretaria de Estado
de Segurança Pública;
Considerando o Decreto nº 512, de 04 de junho de 2020, que definiu
o SIGADOC como sis",0
"    *LEI Nº              9.383,                DE   10   DE           JUNHO            DE 2010.  Autor: Tribunal de Contas Altera dispositivo da Lei nº 7.858, de 19 de dezembro de 2002 e dá outras providências.   A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1º  O Art. 3º, da Lei nº 7.858, de 19 de dezembro de 2002, passa a vigorar com a seguinte redação:  “Art. 3º ",1
     Portaria Conjunta nÂº. 018/SAD/SES/2010.   O SECRETÃ,1
"    Portaria n.º 152/2011/GP/DETRAN-MT O PRESIDENTE DO DEPARTAMENTO DE TRÂNSITO DO ESTADO DE MATO GROSSO – DETRAN-MT, no uso de suas atribuições legais, e nos termos do Artigo 75, § 1º, da Lei Complementar n.º 207 de 29 de Dezembro de 2004 e Artigo 4.º da Lei 7.692 de 1.º de julho de 2002. R E S O L V E I – Prorrogar por 60 (sessenta) dias, o prazo para conclusão dos trabalhos da Comissão de Processo Administrativo Disciplinar constituída pela Portaria nº. 037/2011/GP/DETRAN-MT, datada de 15 de ",1
"        PORTARIA Nº176/2015/GBSES O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais; CONSIDERANDO as inúmeras audiências de toda esfera jurídica, inclusive em cidades do interior do Estado de Mato Grosso; e CONSIDERANDO a necessidade de normatizar a função do servidor indicado para ser Preposto; R E S O L V E : Art. 1º. Designar servidores da Assessoria de Demandas Judiciais e Assessoria Jurídica para funcionarem como preposto, substituindo o Secretário de Estado de Saúde, ",1
"     PORTARIA Nº 065/2011-GAB/CEE-MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais e tendo em vista decisão de Plenária do dia 24 de maio de 2011, R E S O L V E: Art. 1º - Instituir Comissão Bicameral, composta pelos membros abaixo relacionados, para estudos sobre a Implantação da Escola Organizada em CICLO DE FORMAÇÃO HUMANA no Sistema de Ensino do Estado de Mato Grosso.  Consª Aidê Fátima de Campos; Consº Antônio Lélis Azevedo Rocha; Consº Car",1
    PORTARIA NÂº 119/2009/GBSES O SECRETÃ,1
"     PORTARIA N° 018/2011/AGECOPA  Constituir Grupo de Trabalho para levantamento de valores tributários passíveis de dedução no Contrato 009/2010 O DIRETOR-PRESIDENTE DA AGÊNCIA ESTADUAL DE EXECUÇÃO DOS PROJETOS DA COPA DO PANTANAL - FIFA 2014 – AGECOPA, no uso das atribuições legais que lhe confere o artigo 7º da Lei Complementar nº 418, de 18 de abril de 2011, e o artigo 17 do Regimento Interno aprovado pela Resolução nº 03, de 03 de maio de 2010. Considerando o relatório apresentado pela Dir",1
"       RESOLUÇÃO Nº 011/2010-CEE/MT   O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, mediante a Resolução nº 630/2008-CEE/MT à vista do Processo nº 867707/09-SEDUC/MT,   R E S O L V E: Art. 1º - Fica declarada a desativação voluntária e definitiva das atividades escolares, na Escola Estadual “Professora Almira Amorim Silva”, sediada na Rua Luiz Geraldo da Silva, nº 898, Bairro Morada as Serra – CPA II, Município de Cuiabá, mantida pelo Estado, a ",1
"        PORTARIA N.º 031/2017/SEGES                     O SECRETÁRIO DE ESTADO DE GESTÃO, no uso de suas atribuições legais conferidas pelo art. 71 da Constituição Estadual;   RESOLVE:   Art. 1º Retificar, em parte, a Portaria nº 76/2015/SEGES, em seu artigo 1º, para: Onde se lê: Constituir Comissão objetivando a Tomada de Contas Especial do Contrato 27/2011/SAD. Leia-se: “Constituir Comissão objetivando a Tomada de Contas Especial, objetivando a apuração das falhas detectadas nos pagamentos",1
"      ESTADO DE MATO GROSSO  SECRETARIA DE ESTADO DE ADMINISTRAÇÃO  PORTARIA Nº. 0031/2009 – SGP/SAD  O SECRETÁRIO ADJUNTO DE GESTÃO DE PESSOAS, usando das atribuições que lhes são conferidas por Lei,                                                  RESOLVE:  I – DEFERIR pedido de Averbação de Tempo de Serviço em Condições Insalubres.  Proc. nº 395221/2008 – SES – AGNES FELDMANN, RG 15180085/SSP/MT CPF 361.738.609-10, Da Secretaria de Estado de Saúde do Estado de Mato Grosso – SES.   De acordo c",1
"






PORTARIA/SETPU/064/2013
O SECRETÁRIO DE ESTADO DE TRANSPORTE E PAVIMENTAÇÃO URBANA, no uso de suas atribuições legais,
RESOLVE:                      
INSTITUIR, considerando o que consta da CI 062/2013-SETPU, de 22/03/2013, uma Comissão formada pelos servidores adiante nomeados, para julgamento da CONCORRÊNCIA PÚBLICA Nº 017/2012, com o objetivo de selecionar a melhor proposta de empresa de engenharia – área rodoviária, para execução de serviços de pavimentação de rodovia, na Rodovia MT-",0
     Portaria Conjunta nÂº. 334/SAD/SES/2009.   O SECRETÃ,1
"




Portaria Conjunta nÂº. 423/SAD/SES/2009.


O SECRETÃ",0
"



LEI N°             9.225,               DE   14   DE            OUTUBRO           DE 2009.

Autora: Deputada Chica Nunes
Institui a Semana “Dante Martins de Oliveira” no Estado de Mato Grosso.

A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:

Art. 1º  Fica instituída a Semana “Dante Martins de Oliveira”, a ser comemorada, anualmente, de 01 a 06 de Julho.

Parágrafo únic",0
"     PORTARIA Nº 126, DE 29 DE JULHO DE 2010.  Institui o acordo de pesca na região do Arrombado, localizada no município de Barão de Melgaço, às margens do Rio Cuiabá  O SECRETÁRIO DE ESTADO DO MEIO AMBIENTE, no uso das atribuições legais que lhe confere o Art. 71, inciso IV, da Constituição Estadual, a Lei Estadual Complementar n° 214, de 23 de junho de 2005, que cria a Secretaria de Estado do Meio Ambiente (SEMA/MT); e,  Considerando a Instrução Normativa nº 005, de 26 de março de 2008, que e",1
